Coluna1	Coluna2	Coluna3	Coluna4	 Coluna5 	Coluna6	Coluna7	Coluna8	Coluna9	Coluna10	Coluna11
Florisbela		Excel Básico		2479	8	40927	Pessoa Física	Lívia	Personalizado	Bahia
Leonardo		Excel Intermediário		3200	11	40337	Pessoa Física	Rossana	Manhã	Bahia
Carlitos		Excel Avançado		3921	11	40357	Pessoa Jurídica	Euletério	Tarde	Brasília
Flaviana		Excel BI		780	10	42431	Pessoa Jurídica	Fábio	Noite	Brasília
Santoro		Excel VBA Básico		980	11	42054	Pessoa Jurídica	Joaquim	Integral	Brasília
Leudissandro		Excel VBA avançado		1020	11	40425	Pessoa Física	Lívia	Madrugada	Brasília
Paola		Access + VBA		1340	9	41273	Pessoa Jurídica	Rossana	Segunda-feira	Ceará
Andrázio		JavaScript Básico		1870	10	41765	Pessoa Física	Euletério	Terça-feira	Ceará
Luciana		JavaScript Avançado		1910	8	40800	Pessoa Física	Fábio	Personalizado	Ceará
Florisbela		SQL Básico		2240	10	42323	Pessoa Física	Joaquim	Manhã	Ceará
Leonardo		SQL Avançado		2479	12	40022	Pessoa Jurídica	Lívia	Tarde	Ceará
Carlitos		Css Básico		3200	9	41080	Pessoa Jurídica	Rossana	Noite	Ceará
Flaviana		Css Avançado		3921	11	42240	Pessoa Jurídica	Euletério	Integral	Ceará
Santoro		MySQL		780	10	41176	Pessoa Física	Fábio	Madrugada	Ceará
Leudissandro		HTML 25		980	8	42267	Pessoa Jurídica	Joaquim	Quarta-feira	Ceará
Paola		Excel Básico		1020	8	40782	Pessoa Física	Lívia	Quinta-feira	Goiás
Andrázio		Excel Intermediário		1340	12	40755	Pessoa Física	Rossana	Personalizado	Goiás
Luciana		Excel Avançado		1870	10	42317	Pessoa Física	Euletério	Manhã	Goiás
Florisbela		Excel BI		1910	9	40955	Pessoa Jurídica	Fábio	Tarde	Goiás
Leonardo		Excel VBA Básico		2240	9	40099	Pessoa Jurídica	Joaquim	Noite	Goiás
Carlitos		Excel VBA avançado		2479	8	41513	Pessoa Jurídica	Lívia	Integral	Mato Grosso
Flaviana		Access + VBA		3200	10	42020	Pessoa Física	Fábio	Madrugada	Mato Grosso
Santoro		JavaScript Básico		3921	9	41458	Pessoa Jurídica	Joaquim	Sexta-feira	Mato Grosso
Leudissandro		JavaScript Avançado		780	11	40417	Pessoa Física	Lívia	Sábado	Mato Grosso
Paola		SQL Básico		980	9	42095	Pessoa Física	Rossana	Personalizado	Mato Grosso
Andrázio		SQL Avançado		1020	10	41509	Pessoa Física	Euletério	Manhã	Mato Grosso
Luciana		Css Básico		1340	11	41055	Pessoa Jurídica	Fábio	Tarde	Mato Grosso
Florisbela		Css Avançado		1870	8	41705	Pessoa Jurídica	Joaquim	Noite	Mato Grosso do Sul
Leonardo		MySQL		1910	10	40511	Pessoa Jurídica	Lívia	Integral	Mato Grosso do Sul
Carlitos		HTML 26		2240	11	40027	Pessoa Física	Rossana	Madrugada	Minas Gerais
Flaviana		Excel Básico		2479	11	41791	Pessoa Jurídica	Euletério	Domingo	Paraíba
Santoro		Excel Intermediário		3200	12	42309	Pessoa Física	Fábio	Segunda-feira	Paraíba
Leudissandro		Excel Avançado		3921	8	40638	Pessoa Física	Joaquim	Personalizado	Paraíba
Paola		Excel BI		780	8	41556	Pessoa Física	Lívia	Manhã	Paraná
Andrázio		Excel VBA Básico		980	8	40122	Pessoa Jurídica	Rossana	Tarde	Paraná
Luciana		Excel VBA avançado		1020	10	40097	Pessoa Jurídica	Euletério	Noite	Pernambuco
Florisbela		Access + VBA		1340	10	41269	Pessoa Jurídica	Fábio	Integral	Pernambuco
Leonardo		JavaScript Básico		1870	9	41993	Pessoa Física	Joaquim	Madrugada	Pernambuco
Carlitos		JavaScript Avançado		1910	11	42492	Pessoa Jurídica	Lívia	Terça-feira	Pernambuco
Flaviana		SQL Básico		2240	8	41699	Pessoa Física	Rossana	Quarta-feira	Pernambuco
Santoro		SQL Avançado		2479	9	41767	Pessoa Física	Euletério	Personalizado	Pernambuco
Leudissandro		Css Básico		3200	10	41801	Pessoa Física	Fábio	Manhã	Pernambuco
Paola		Css Avançado		3921	11	41541	Pessoa Jurídica	Joaquim	Tarde	Pernambuco
Andrázio		MySQL		780	8	41834	Pessoa Jurídica	Lívia	Noite	Pernambuco
Luciana		HTML 27		980	12	42130	Pessoa Jurídica	Rossana	Integral	Pernambuco
Florisbela		Excel Básico		1020	10	41112	Pessoa Física	Euletério	Madrugada	Pernambuco
Leonardo		Excel Intermediário		1340	10	40824	Pessoa Jurídica	Fábio	Quinta-feira	Pernambuco
Carlitos		Excel Avançado		1870	8	40825	Pessoa Física	Joaquim	Sexta-feira	Rio de Janeiro
Flaviana		Excel BI		1910	10	42087	Pessoa Física	Lívia	Personalizado	Rio de Janeiro
Santoro		Excel VBA Básico		2240	9	40345	Pessoa Física	Fábio	Manhã	Rio de Janeiro
Leudissandro		Excel VBA avançado		2479	11	40946	Pessoa Jurídica	Joaquim	Tarde	Rio de Janeiro
Paola		Access + VBA		3200	11	42473	Pessoa Jurídica	Lívia	Noite	Rio de Janeiro
Andrázio		JavaScript Básico		3921	12	40061	Pessoa Jurídica	Rossana	Integral	Rio Grande do Norte
Luciana		JavaScript Avançado		780	10	40049	Pessoa Física	Euletério	Madrugada	Rio Grande do Norte
Florisbela		SQL Básico		980	11	42369	Pessoa Jurídica	Fábio	Sábado	Rio Grande do Norte
Leonardo		SQL Avançado		1020	11	41675	Pessoa Física	Joaquim	Domingo	Rio Grande do Sul
Carlitos		Css Básico		1340	12	42410	Pessoa Física	Lívia	Personalizado	Rio Grande do Sul
Flaviana		Css Avançado		1870	9	40290	Pessoa Física	Rossana	Manhã	Rio Grande do Sul
Santoro		MySQL		1910	9	40387	Pessoa Jurídica	Euletério	Tarde	Rondônia
Leudissandro		HTML 28		2240	11	41460	Pessoa Jurídica	Fábio	Noite	Santa Catarina
Paola		Excel Básico		2479	10	40189	Pessoa Jurídica	Joaquim	Integral	São Paulo
Andrázio		Excel Intermediário		3200	8	41382	Pessoa Física	Lívia	Madrugada	São Paulo
Luciana		Excel Avançado		3921	10	41044	Pessoa Jurídica	Rossana	Segunda-feira	São Paulo
Florisbela		Excel BI		780	10	40981	Pessoa Física	Euletério	Terça-feira	São Paulo
Leonardo		Excel VBA Básico		980	10	42224	Pessoa Física	Fábio	Personalizado	São Paulo
Carlitos		Excel VBA avançado		1020	12	40710	Pessoa Física	Joaquim	Manhã	São Paulo
Flaviana		Access + VBA		1340	8	42497	Pessoa Jurídica	Lívia	Tarde	São Paulo
Santoro		JavaScript Básico		1870	11	40126	Pessoa Jurídica	Rossana	Noite	São Paulo
Leudissandro		JavaScript Avançado		1910	10	41050	Pessoa Jurídica	Euletério	Integral	São Paulo
Paola		SQL Básico		2240	10	40160	Pessoa Física	Fábio	Madrugada	São Paulo
Andrázio		SQL Avançado		2479	11	40292	Pessoa Jurídica	Joaquim	Quarta-feira	São Paulo
Luciana		Css Básico		3200	10	41232	Pessoa Física	Lívia	Quinta-feira	São Paulo
Florisbela		Css Avançado		3921	10	40427	Pessoa Física	Rossana	Personalizado	São Paulo
Leonardo		MySQL		780	11	41267	Pessoa Física	Euletério	Manhã	São Paulo
Carlitos		HTML 29		980	11	40450	Pessoa Jurídica	Fábio	Tarde	São Paulo
Flaviana		Excel Básico		1020	12	42453	Pessoa Jurídica	Joaquim	Noite	São Paulo
Santoro		Excel Intermediário		1340	8	40150	Pessoa Jurídica	Lívia	Integral	São Paulo
Leudissandro		Excel Avançado		1870	9	42484	Pessoa Física	Fábio	Madrugada	São Paulo
Paola		Excel BI		1910	10	41808	Pessoa Jurídica	Joaquim	Sexta-feira	São Paulo
Andrázio		Excel VBA Básico		2240	11	42496	Pessoa Física	Lívia	Sábado	São Paulo
Luciana		Excel VBA avançado		2479	8	41298	Pessoa Física	Rossana	Personalizado	São Paulo
Florisbela		Access + VBA		3200	12	42225	Pessoa Física	Euletério	Manhã	São Paulo
Leonardo		JavaScript Básico		3921	9	42256	Pessoa Jurídica	Fábio	Tarde	São Paulo
Carlitos		JavaScript Avançado		780	8	40785	Pessoa Jurídica	Joaquim	Noite	São Paulo
Flaviana		SQL Básico		980	12	40434	Pessoa Jurídica	Lívia	Integral	São Paulo
Santoro		SQL Avançado		1020	9	40596	Pessoa Física	Rossana	Madrugada	São Paulo
Leudissandro		Css Básico		1340	12	41325	Pessoa Jurídica	Euletério	Domingo	São Paulo
Paola		Css Avançado		1870	11	41797	Pessoa Física	Fábio	Segunda-feira	São Paulo
Andrázio		MySQL		1910	11	40492	Pessoa Física	Joaquim	Personalizado	São Paulo
Luciana		HTML 30		2240	9	42210	Pessoa Física	Lívia	Manhã	São Paulo
Florisbela		Excel Básico		2479	8	40611	Pessoa Jurídica	Rossana	Tarde	São Paulo
Leonardo		Excel Intermediário		3200	8	40731	Pessoa Jurídica	Euletério	Noite	São Paulo
Carlitos		Excel Avançado		3921	10	41413	Pessoa Jurídica	Fábio	Integral	São Paulo
Flaviana		Excel BI		780	8	40656	Pessoa Física	Joaquim	Madrugada	São Paulo
Santoro		Excel VBA Básico		980	9	40615	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Leudissandro		Excel VBA avançado		1020	9	42454	Pessoa Física	Rossana	Quarta-feira	São Paulo
Paola		Access + VBA		1340	11	40838	Pessoa Física	Euletério	Personalizado	São Paulo
Andrázio		JavaScript Básico		1870	11	42454	Pessoa Física	Fábio	Manhã	São Paulo
Luciana		JavaScript Avançado		1910	9	41430	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Florisbela		SQL Básico		2240	8	40863	Pessoa Jurídica	Lívia	Noite	São Paulo
Leonardo		SQL Avançado		2479	8	40112	Pessoa Jurídica	Rossana	Integral	São Paulo
Carlitos		Css Básico		3200	12	42165	Pessoa Física	Euletério	Madrugada	São Paulo
Flaviana		Css Avançado		3921	11	41381	Pessoa Jurídica	Fábio	Quinta-feira	Tocantins
Santoro		MySQL		780	10	40852	Pessoa Física	Joaquim	Sexta-feira	Alagoas
Leudissandro		HTML 31		980	9	41085	Pessoa Física	Lívia	Personalizado	Amazonas
Paola		Excel Básico		1020	8	41659	Pessoa Física	Fábio	Manhã	Bahia
Andrázio		Excel Intermediário		1340	10	41961	Pessoa Jurídica	Joaquim	Tarde	Bahia
Luciana		Excel Avançado		1870	9	42041	Pessoa Jurídica	Lívia	Noite	Brasília
Florisbela		Excel BI		1910	10	41249	Pessoa Jurídica	Rossana	Integral	Ceará
Leonardo		Excel VBA Básico		2240	9	41013	Pessoa Física	Euletério	Madrugada	Ceará
Carlitos		Excel VBA avançado		2479	8	40644	Pessoa Jurídica	Fábio	Sábado	Ceará
Flaviana		Access + VBA		3200	11	42341	Pessoa Física	Joaquim	Domingo	Ceará
Santoro		JavaScript Básico		3921	8	41677	Pessoa Física	Lívia	Personalizado	Espírito Santo
Leudissandro		JavaScript Avançado		780	10	41756	Pessoa Física	Rossana	Manhã	Goiás
Paola		SQL Básico		980	8	41214	Pessoa Jurídica	Euletério	Tarde	Maranhão
Andrázio		SQL Avançado		1020	8	41821	Pessoa Jurídica	Fábio	Noite	Mato Grosso
Luciana		Css Básico		1340	9	41219	Pessoa Jurídica	Joaquim	Integral	Mato Grosso do Sul
Florisbela		Css Avançado		1870	8	40149	Pessoa Física	Lívia	Madrugada	Minas Gerais
Leonardo		MySQL		1910	11	40739	Pessoa Jurídica	Rossana	Segunda-feira	Minas Gerais
Carlitos		HTML 32		2240	10	41154	Pessoa Física	Euletério	Terça-feira	Minas Gerais
Flaviana		Excel Básico		2479	12	40138	Pessoa Física	Fábio	Personalizado	Pará
Santoro		Excel Intermediário		3200	9	40609	Pessoa Física	Joaquim	Manhã	Paraíba
Leudissandro		Excel Avançado		3921	9	40749	Pessoa Jurídica	Lívia	Tarde	Paraná
Paola		Excel BI		780	12	40586	Pessoa Jurídica	Rossana	Noite	Paraná
Andrázio		Excel VBA Básico		980	8	41748	Pessoa Jurídica	Euletério	Integral	Paraná
Luciana		Excel VBA avançado		1020	8	40270	Pessoa Física	Fábio	Madrugada	Pernambuco
Florisbela		Access + VBA		1340	11	40053	Pessoa Jurídica	Joaquim	Quarta-feira	Pernambuco
Leonardo		JavaScript Básico		1870	11	42327	Pessoa Física	Lívia	Quinta-feira	Pernambuco
Carlitos		JavaScript Avançado		1910	8	40536	Pessoa Física	Rossana	Personalizado	Rio de Janeiro
Flaviana		SQL Básico		2240	11	42487	Pessoa Física	Euletério	Manhã	Rio de Janeiro
Santoro		SQL Avançado		2479	8	42294	Pessoa Jurídica	Fábio	Tarde	Rio de Janeiro
Leudissandro		Css Básico		3200	10	41015	Pessoa Jurídica	Joaquim	Noite	Rio de Janeiro
Paola		Css Avançado		3921	11	41112	Pessoa Jurídica	Lívia	Integral	Rio de Janeiro
Andrázio		MySQL		780	11	41513	Pessoa Física	Fábio	Madrugada	Rio Grande do Norte
Luciana		HTML 33		980	12	42044	Pessoa Jurídica	Joaquim	Sexta-feira	Rio Grande do Sul
Florisbela		Excel Básico		1020	10	40324	Pessoa Física	Lívia	Sábado	Rio Grande do Sul
Leonardo		Excel Intermediário		1340	12	40857	Pessoa Física	Rossana	Personalizado	Rondônia
Carlitos		Excel Avançado		1870	10	40007	Pessoa Física	Euletério	Manhã	Roraima
Flaviana		Excel BI		1910	9	42162	Pessoa Jurídica	Fábio	Tarde	Santa Catarina
Santoro		Excel VBA Básico		2240	8	42461	Pessoa Jurídica	Joaquim	Noite	Santa Catarina
Leudissandro		Excel VBA avançado		2479	9	41151	Pessoa Jurídica	Lívia	Integral	Santa Catarina
Paola		Access + VBA		3200	9	42343	Pessoa Física	Rossana	Madrugada	Santa Catarina
Andrázio		JavaScript Básico		3921	12	42407	Pessoa Jurídica	Euletério	Domingo	São Paulo
Luciana		JavaScript Avançado		780	12	41565	Pessoa Física	Fábio	Segunda-feira	São Paulo
Florisbela		SQL Básico		980	9	40412	Pessoa Física	Joaquim	Personalizado	São Paulo
Leonardo		SQL Avançado		1020	12	42072	Pessoa Física	Lívia	Manhã	São Paulo
Carlitos		Css Básico		1340	11	40695	Pessoa Jurídica	Rossana	Tarde	São Paulo
Flaviana		Css Avançado		1870	11	41227	Pessoa Jurídica	Euletério	Noite	São Paulo
Santoro		MySQL		1910	10	40838	Pessoa Jurídica	Fábio	Integral	São Paulo
Leudissandro		HTML 34		2240	8	41514	Pessoa Física	Joaquim	Madrugada	São Paulo
Paola		Excel Básico		2479	9	42000	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Andrázio		Excel Intermediário		3200	8	41130	Pessoa Física	Rossana	Quarta-feira	São Paulo
Luciana		Excel Avançado		3921	11	41471	Pessoa Física	Euletério	Personalizado	São Paulo
Florisbela		Excel BI		780	12	41487	Pessoa Física	Fábio	Manhã	São Paulo
Leonardo		Excel VBA Básico		980	10	40506	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Carlitos		Excel VBA avançado		1020	9	41378	Pessoa Jurídica	Lívia	Noite	São Paulo
Flaviana		Access + VBA		1340	10	41313	Pessoa Jurídica	Rossana	Integral	São Paulo
Santoro		JavaScript Básico		1870	12	42347	Pessoa Física	Euletério	Madrugada	São Paulo
Leudissandro		JavaScript Avançado		1910	9	42041	Pessoa Jurídica	Fábio	Quinta-feira	São Paulo
Paola		SQL Básico		2240	9	40233	Pessoa Física	Joaquim	Sexta-feira	São Paulo
Andrázio		SQL Avançado		2479	9	41723	Pessoa Física	Lívia	Personalizado	Sergipe
Luciana		Css Básico		3200	11	40670	Pessoa Física	Fábio	Manhã	São Paulo
Florisbela		Css Avançado		3921	9	40710	Pessoa Jurídica	Joaquim	Tarde	Minas Gerais
Leonardo		MySQL		780	8	40649	Pessoa Jurídica	Lívia	Noite	Minas Gerais
Carlitos		HTML 35		980	9	41911	Pessoa Jurídica	Rossana	Integral	Paraná
Flaviana		Excel Básico		1020	12	42043	Pessoa Física	Euletério	Madrugada	Paraná
Santoro		Excel Intermediário		1340	11	40655	Pessoa Jurídica	Fábio	Sábado	Paraná
Leudissandro		Excel Avançado		1870	11	40886	Pessoa Física	Joaquim	Domingo	Pernambuco
Paola		Excel BI		1910	10	41633	Pessoa Física	Lívia	Personalizado	Rio de Janeiro
Andrázio		Excel VBA Básico		2240	8	41504	Pessoa Física	Rossana	Manhã	Rio de Janeiro
Luciana		Excel VBA avançado		2479	12	41332	Pessoa Jurídica	Euletério	Tarde	Rio de Janeiro
Florisbela		Access + VBA		3200	9	42370	Pessoa Jurídica	Fábio	Noite	Rio de Janeiro
Leonardo		JavaScript Básico		3921	9	40050	Pessoa Jurídica	Joaquim	Integral	Rio de Janeiro
Carlitos		JavaScript Avançado		780	10	40022	Pessoa Física	Lívia	Madrugada	Rio de Janeiro
Flaviana		SQL Básico		980	10	40216	Pessoa Jurídica	Rossana	Segunda-feira	Rio de Janeiro
Santoro		SQL Avançado		1020	10	41005	Pessoa Física	Euletério	Terça-feira	Rio de Janeiro
Leudissandro		Css Básico		1340	11	40715	Pessoa Física	Fábio	Personalizado	Rio de Janeiro
Paola		Css Avançado		1870	10	40926	Pessoa Física	Joaquim	Manhã	Rio de Janeiro
Andrázio		MySQL		1910	10	40457	Pessoa Jurídica	Lívia	Tarde	Rio de Janeiro
Luciana		HTML 36		2240	8	40027	Pessoa Jurídica	Rossana	Noite	Rio Grande do Sul
Florisbela		Excel Básico		2479	10	42279	Pessoa Jurídica	Euletério	Integral	Santa Catarina
Leonardo		Excel Intermediário		3200	10	41105	Pessoa Física	Fábio	Madrugada	Santa Catarina
Carlitos		Excel Avançado		3921	9	40505	Pessoa Jurídica	Joaquim	Quarta-feira	Santa Catarina
Flaviana		Excel BI		780	10	41028	Pessoa Física	Lívia	Quinta-feira	São Paulo
Santoro		Excel VBA Básico		980	8	42064	Pessoa Física	Rossana	Personalizado	São Paulo
Leudissandro		Excel VBA avançado		1020	12	42244	Pessoa Física	Euletério	Manhã	São Paulo
Paola		Access + VBA		1340	12	40344	Pessoa Jurídica	Fábio	Tarde	São Paulo
Andrázio		JavaScript Básico		1870	8	40390	Pessoa Jurídica	Joaquim	Noite	São Paulo
Luciana		JavaScript Avançado		1910	8	40443	Pessoa Jurídica	Lívia	Integral	São Paulo
Florisbela		SQL Básico		2240	8	40451	Pessoa Física	Fábio	Madrugada	São Paulo
Leonardo		SQL Avançado		2479	10	41130	Pessoa Jurídica	Joaquim	Sexta-feira	São Paulo
Carlitos		Css Básico		3200	11	41732	Pessoa Física	Lívia	Sábado	São Paulo
Flaviana		Css Avançado		3921	12	42356	Pessoa Física	Rossana	Personalizado	São Paulo
Santoro		MySQL		780	10	41781	Pessoa Física	Euletério	Manhã	São Paulo
Leudissandro		HTML 37		980	12	41986	Pessoa Jurídica	Fábio	Tarde	São Paulo
Paola		Excel Básico		1020	12	41275	Pessoa Jurídica	Joaquim	Noite	São Paulo
Andrázio		Excel Intermediário		1340	12	41600	Pessoa Jurídica	Lívia	Integral	São Paulo
Luciana		Excel Avançado		1870	9	40309	Pessoa Física	Rossana	Madrugada	São Paulo
Florisbela		Excel BI		1910	12	40134	Pessoa Jurídica	Euletério	Domingo	São Paulo
Leonardo		Excel VBA Básico		2240	8	41080	Pessoa Física	Fábio	Segunda-feira	São Paulo
Carlitos		Excel VBA avançado		2479	12	41648	Pessoa Física	Joaquim	Personalizado	São Paulo
Flaviana		Access + VBA		3200	8	41058	Pessoa Física	Lívia	Manhã	São Paulo
Santoro		JavaScript Básico		3921	12	40247	Pessoa Jurídica	Rossana	Tarde	São Paulo
Leudissandro		JavaScript Avançado		780	8	41901	Pessoa Jurídica	Euletério	Noite	São Paulo
Paola		SQL Básico		980	9	41872	Pessoa Jurídica	Fábio	Integral	São Paulo
Andrázio		SQL Avançado		1020	10	41675	Pessoa Física	Joaquim	Madrugada	São Paulo
Luciana		Css Básico		1340	11	41030	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Florisbela		Css Avançado		1870	9	40991	Pessoa Física	Rossana	Quarta-feira	São Paulo
Leonardo		MySQL		1910	11	40322	Pessoa Física	Euletério	Personalizado	São Paulo
Carlitos		HTML 38		2240	10	41431	Pessoa Física	Fábio	Manhã	São Paulo
Flaviana		Excel Básico		2479	10	41960	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Santoro		Excel Intermediário		3200	11	42363	Pessoa Jurídica	Lívia	Noite	São Paulo
Leudissandro		Excel Avançado		3921	11	42356	Pessoa Jurídica	Rossana	Integral	São Paulo
Paola		Excel BI		780	8	42080	Pessoa Física	Euletério	Madrugada	São Paulo
Andrázio		Excel VBA Básico		980	8	41403	Pessoa Jurídica	Fábio	Quinta-feira	São Paulo
Luciana		Excel VBA avançado		1020	11	41542	Pessoa Física	Joaquim	Sexta-feira	São Paulo
Florisbela		Access + VBA		1340	10	40160	Pessoa Física	Lívia	Personalizado	São Paulo
Leonardo		JavaScript Básico		1870	12	40913	Pessoa Física	Fábio	Manhã	São Paulo
Carlitos		JavaScript Avançado		1910	12	40658	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Flaviana		SQL Básico		2240	10	40393	Pessoa Jurídica	Lívia	Noite	São Paulo
Santoro		SQL Avançado		2479	10	41784	Pessoa Jurídica	Rossana	Integral	São Paulo
Leudissandro		Css Básico		3200	12	41209	Pessoa Física	Euletério	Madrugada	São Paulo
Paola		Css Avançado		3921	9	40500	Pessoa Jurídica	Fábio	Sábado	São Paulo
Andrázio		MySQL		780	9	41561	Pessoa Física	Joaquim	Domingo	São Paulo
Luciana		HTML 39		980	11	42166	Pessoa Física	Lívia	Personalizado	São Paulo
Florisbela		Excel Básico		1020	12	41187	Pessoa Física	Rossana	Manhã	São Paulo
Leonardo		Excel Intermediário		1340	8	40591	Pessoa Jurídica	Euletério	Tarde	São Paulo
Carlitos		Excel Avançado		1870	12	41440	Pessoa Jurídica	Fábio	Noite	São Paulo
Flaviana		Excel BI		1910	12	41403	Pessoa Jurídica	Joaquim	Integral	São Paulo
Santoro		Excel VBA Básico		2240	9	42287	Pessoa Física	Lívia	Madrugada	São Paulo
Leudissandro		Excel VBA avançado		2479	12	40803	Pessoa Jurídica	Rossana	Segunda-feira	São Paulo
Paola		Access + VBA		3200	9	40714	Pessoa Física	Euletério	Terça-feira	São Paulo
Andrázio		JavaScript Básico		3921	10	42210	Pessoa Física	Fábio	Personalizado	São Paulo
Luciana		JavaScript Avançado		780	11	41207	Pessoa Física	Joaquim	Manhã	São Paulo
Florisbela		SQL Básico		980	9	42092	Pessoa Jurídica	Lívia	Tarde	São Paulo
Leonardo		SQL Avançado		1020	11	40450	Pessoa Jurídica	Rossana	Noite	São Paulo
Carlitos		Css Básico		1340	11	40049	Pessoa Jurídica	Euletério	Integral	São Paulo
Flaviana		Css Avançado		1870	9	40768	Pessoa Física	Fábio	Madrugada	São Paulo
Santoro		MySQL		1910	12	41559	Pessoa Jurídica	Joaquim	Quarta-feira	São Paulo
Leudissandro		HTML 40		2240	9	40433	Pessoa Física	Lívia	Quinta-feira	São Paulo
